Time,Emotion,Confidence
2026-05-09 00:18:31.854083,sad,59.60454
2026-05-09 00:18:32.212628,sad,87.6165
2026-05-09 00:18:32.583879,sad,86.1553
2026-05-09 00:18:33.014982,sad,58.965046
2026-05-09 00:18:35.130992,sad,66.81629
2026-05-09 00:18:35.648660,fear,81.85568
2026-05-09 00:18:36.039560,sad,75.11663
2026-05-09 00:18:36.433628,happy,70.78287
2026-05-09 00:18:37.052176,neutral,63.85477
2026-05-09 00:18:37.504433,fear,62.510616
2026-05-09 00:18:37.869021,fear,85.33216
2026-05-09 00:18:38.256747,happy,80.341484
2026-05-09 00:18:38.714781,happy,98.209015
2026-05-09 00:18:39.121372,happy,97.715355
2026-05-09 00:18:39.477081,happy,98.17217
2026-05-09 00:18:39.826668,happy,97.95258
2026-05-09 00:18:40.200522,happy,95.27691
2026-05-09 00:18:40.517264,happy,96.48529
2026-05-09 00:18:40.818515,happy,96.08872
2026-05-09 00:18:41.134697,happy,82.13543
2026-05-09 00:18:41.457398,happy,93.774765
2026-05-09 00:18:41.762628,happy,79.44431
2026-05-09 00:18:42.085406,happy,85.93637
2026-05-09 00:18:42.389847,happy,96.49937
2026-05-09 00:18:42.713316,happy,93.96176
2026-05-09 00:18:43.045935,happy,90.34666
2026-05-09 00:18:43.374446,happy,80.80727
2026-05-09 00:18:43.716590,happy,83.48318
2026-05-09 00:18:44.061819,happy,67.2771
2026-05-09 00:18:44.418897,fear,61.55176
2026-05-09 00:18:44.768282,neutral,77.0657
2026-05-09 00:18:45.141611,fear,54.205578
2026-05-09 00:18:45.512859,fear,39.81784
2026-05-09 00:18:45.829661,neutral,47.46331
2026-05-09 00:18:46.140629,neutral,42.80043
2026-05-09 00:18:46.451877,happy,88.62775
2026-05-09 00:18:46.767975,happy,78.845856
2026-05-09 00:18:47.098737,happy,80.44216
2026-05-09 00:18:47.408823,neutral,92.75832
2026-05-09 00:18:47.724832,neutral,37.827095
2026-05-09 00:18:48.199118,happy,94.03207
2026-05-09 00:18:50.502148,happy,96.25814
2026-05-09 00:18:50.881934,happy,78.41339
2026-05-09 00:18:51.268725,fear,60.207577
2026-05-09 00:18:51.605160,fear,52.32068
2026-05-09 00:18:52.022584,neutral,48.555176
2026-05-09 00:18:52.356987,happy,83.09683
2026-05-09 00:18:52.701538,happy,79.24381
2026-05-09 00:18:53.039324,happy,98.411736
2026-05-09 00:18:53.363320,fear,37.157055
2026-05-09 00:18:53.671439,fear,59.741932
2026-05-09 00:18:53.976188,fear,54.66069
2026-05-09 00:18:54.321629,fear,42.482006
2026-05-09 00:18:54.633555,sad,60.569912
2026-05-09 00:18:54.953718,happy,35.457245
2026-05-09 00:18:55.331899,happy,74.83565
2026-05-09 00:18:55.638491,happy,93.029045
2026-05-09 00:18:55.968356,happy,96.54515
2026-05-09 00:18:56.293877,happy,99.56378
2026-05-09 00:18:56.611712,happy,58.940918
2026-05-09 00:18:56.907491,sad,54.281776
2026-05-09 00:18:57.230362,fear,65.03429
2026-05-09 00:18:57.571158,sad,52.37486
2026-05-09 00:18:57.886994,sad,81.2879
2026-05-09 00:18:58.212346,sad,86.224525
2026-05-09 00:18:58.604402,sad,81.68546
2026-05-09 00:18:58.944834,sad,73.52985
2026-05-09 00:18:59.270855,sad,84.97473
2026-05-09 00:18:59.612219,sad,90.253685
2026-05-09 00:18:59.954382,sad,69.23199
2026-05-09 00:19:00.309686,sad,64.03975
2026-05-09 00:19:00.649212,sad,44.847694
2026-05-09 00:19:00.998988,sad,61.120785
2026-05-09 00:19:01.363494,fear,45.161472
2026-05-09 00:19:01.726562,fear,43.82438
2026-05-09 00:19:02.091421,sad,81.05536
2026-05-09 00:19:02.448933,sad,75.89985
2026-05-09 00:19:02.815237,sad,88.20407
2026-05-09 00:19:04.562385,sad,69.91712
2026-05-09 00:19:05.018802,sad,57.22168
2026-05-09 00:19:05.443589,sad,63.04089
2026-05-09 00:19:05.756118,sad,68.32825
2026-05-09 00:19:06.085334,fear,72.34668
2026-05-09 00:19:06.452348,fear,87.258316
2026-05-09 00:19:06.799024,fear,46.816437
2026-05-09 00:19:07.117588,fear,46.737793
2026-05-09 00:19:07.442716,neutral,58.533512
2026-05-09 00:19:07.819730,sad,54.52403
2026-05-09 00:19:08.152405,sad,47.583572
2026-05-09 00:19:08.482605,sad,37.723705
2026-05-09 00:19:08.810005,fear,63.83184
2026-05-09 00:19:09.143585,fear,39.179314
2026-05-09 00:19:09.489129,fear,50.581463
2026-05-09 00:19:09.799751,fear,45.35462
2026-05-09 00:19:10.123387,sad,63.29618
2026-05-09 00:19:10.462500,angry,59.057762
2026-05-09 00:19:10.782644,sad,69.15755
2026-05-09 00:19:11.075404,sad,38.188774
2026-05-09 00:19:11.393189,fear,46.761326
2026-05-09 00:19:11.705875,sad,57.229122
2026-05-09 00:19:12.019929,sad,64.173615
2026-05-09 00:19:12.347550,sad,75.04899
2026-05-09 00:19:12.729132,angry,46.58855
2026-05-09 00:19:26.742436,neutral,46.120846
